"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-19","0.00","0.0","0.0","86","58","67"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-20","0.00","0.0","0.0","90","62","83"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-21","0.00","0.0","0.0","92","69","74"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-22","0.00","0.0","0.0","96","76","80"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-23","0.00","0.0","0.0","92","76","80"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-24","0.00","0.0","0.0","82","65","66"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-25","0.04","0.0","0.0","79","64","68"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-26","0.00","0.0","0.0","81","63","71"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-27","0.03","0.0","0.0","74","60","70"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-28","4.13","0.0","0.0","85","64","70"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-29","0.83","0.0","0.0","87","66","75"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-06-30","0.00","0.0","0.0","90","72","78"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-01","0.00","0.0","0.0","89","72","74"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-02","0.75","0.0","0.0","89","70","74"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-03","0.00","0.0","0.0","92","69","72"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-04","0.00","0.0","0.0","86","68","72"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-05","0.00","0.0","0.0","84","60","78"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-06","0.00","0.0","0.0","83","60","80"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-07","0.00","0.0","0.0","81","60","78"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-08","0.00","0.0","0.0","81","61","79"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-09","0.00","0.0","0.0","89","61","86"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-10","0.00","0.0","0.0","89","62","83"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-11","0.00","0.0","0.0","90","62","85"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-12","0.00","0.0","0.0","91","61","87"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-13","0.00","0.0","0.0","91","61","73"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-14","0.86","0.0","0.0","79","62","72"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-15","0.01","0.0","0.0","80","60","78"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-16","0.00","0.0","0.0","86","61","71"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-17","0.00","0.0","0.0","84","66","81"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-18","0.00","0.0","0.0","81","59","79"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-19","0.47","0.0","0.0","89","59","85"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-20","0.00","0.0","0.0","90","60","73"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-21","0.00","0.0","0.0","90","68","78"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-22","0.00","0.0","0.0","89","69","78"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-23","0.00","0.0","0.0","93","69","72"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-24","0.12","0.0","0.0","88","68","76"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-25","0.00","0.0","0.0","94","69","73"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-26","0.41","0.0","0.0","90","71","74"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-27","0.00","0.0","0.0","89","68","80"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-28","0.00","0.0","0.0","88","69","82"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-29","0.00","0.0","0.0","90","67","70"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-30","0.00","0.0","0.0","87","66","70"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-07-31","0.00","0.0","0.0","90","61","74"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-08-01","0.00","0.0","0.0","96","70","72"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-08-02","0.00","0.0","0.0","96","70","77"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-08-03","0.00","0.0","0.0","95","73","78"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-08-04","0.00","0.0","0.0","96","70","72"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-08-05","0.03","0.0","0.0","92","67","79"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-08-06","0.00","0.0","0.0","95","73","78"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-08-07","0.00","0.0","0.0","95","73","77"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-08-08","0.00","0.0","0.0","97","72","74"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-08-09","0.00","0.0","0.0","93","72","83"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-08-10","0.00","0.0","0.0","83","66","68"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-08-11","0.08","0.0","0.0","84","62","68"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-08-12","0.00","0.0","0.0","85","62","65"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-08-13","0.00","0.0","0.0","87","59","71"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-08-14","0.00","0.0","0.0","91","66","71"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-08-15","0.00","0.0","0.0","93","65","74"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-08-16","0.00","0.0","0.0","94","68","82"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-08-17","0.00","0.0","0.0","96","67","82"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-08-18","0.00","0.0","0.0","95","68","73"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-08-19","0.01","0.0","0.0","81","68","72"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-08-20","0.09","0.0","0.0","91","69","71"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-08-21","0.01","0.0","0.0","90","68","74"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-08-22","0.36","0.0","0.0","83","70","75"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-08-23","0.14","0.0","0.0","87","68","77"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-08-24","0.00","0.0","0.0","88","65","80"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-08-25","0.00","0.0","0.0","91","65","77"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-08-26","0.00","0.0","0.0","87","66","72"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-08-27","0.00","0.0","0.0","90","65","72"
